source_text_sha256,source_text_zh,display_text_en,review_status
40cf3ce7d5ffb05d0b88cc6522983ea86332343407a8f936f707fb92f6a018e3,6月15日，人民银行宣布开展2370亿元中期借贷便利(MLF)操作，并将MLF利率下调10个基点至2.65%。此次政策调整旨在维护银行体系流动性和支持实体经济，专家认为这将刺激信贷需求并促进金融机构让利。随着6月MLF利率下降，预计贷款市场报价利率(LPR)也会相应调整，其中1年期LPR可能下降5个基点，而5年期以上LPR下降15个基点的概率较大，以拉动企业中长期贷款及居民按揭贷款。,"On June 15, the People's Bank of China announced a RMB 237 billion medium-term lending facility (MLF) operation and lowered the MLF rate by 10 basis points to 2.65%. This policy adjustment was intended to maintain liquidity in the banking system and support the real economy. Experts believed it would stimulate credit demand and encourage financial institutions to pass on benefits. Following the decline in the MLF rate in June, the loan prime rates (LPRs) were also expected to be adjusted accordingly. The one-year LPR might fall by 5 basis points, while the probability of a 15-basis-point reduction in the LPR for terms of more than five years was relatively high, in order to drive medium- and long-term corporate lending and household mortgage lending.",REVIEWED
4184457ab89047782953d06e040f8a9fe3364aec94f7090caab923f62102e4f2,【中国人民银行: 中国人民银行增加支农支小再贷款、再贴现额度2000亿】中国人民银行决定增加支农支小再贷款、再贴现额度2000亿元，进一步加大对“三农”、小微和民营企业金融支持力度，发挥精准滴灌作用，降低社会融资成本，促进扩大就业，支持经济内生动力恢复。其中，支农再贷款、支小再贷款、再贴现分别增加额度400亿元、1200亿元、400亿元，调增后额度分别为8000亿元、17600亿元、7400亿元。,"[People's Bank of China: People's Bank of China Increases Quotas for Relending to Agriculture and Small Businesses and for Rediscounting by RMB 200 Billion] The People's Bank of China decided to increase the quotas for relending to agriculture and small businesses and for rediscounting by RMB 200 billion, further strengthening financial support for agriculture, rural areas and farmers, micro and small businesses, and private enterprises; providing precisely targeted support; lowering social financing costs; promoting the expansion of employment; and supporting the recovery of the economy's endogenous momentum. Of this amount, the quotas for relending to agriculture, relending to small businesses, and rediscounting were increased by RMB 40 billion, RMB 120 billion, and RMB 40 billion, respectively. After the increases, the respective quotas were RMB 800 billion, RMB 1.76 trillion, and RMB 740 billion.",REVIEWED
43181878a48de75294b20cdaf7b272f7ab116d6390ea8abbad698c1dcc24cbc8,据中国网，财政部副部长许宏才表示，为进一步巩固和扩大新能源汽车产业发展优势，6月2日国务院常务会议要求延续和优化新能源汽车车辆购置税减免政策，决定将新能源汽车车辆购置税减免政策延长至2027年年底，减免力度分年度逐步退坡，并对新能源...,"According to China.org.cn, Vice Minister of Finance Xu Hongcai said that, to further consolidate and expand the development advantages of the new-energy vehicle industry, the State Council executive meeting on June 2 called for extending and optimising the vehicle purchase-tax relief policy for new-energy vehicles. It decided to extend the policy through the end of 2027, with the degree of relief gradually reduced year by year, and for new-energy...",REVIEWED
435703caef81fe12deb46c87f935160b19be2853d9cd7dc92a021451eeb3faaf,6月15日，央行宣布将中期借贷便利（MLF）利率下调10个基点，这是自2022年8月以来的首次降息，并发出降息信号，预计6月20日贷款市场报价利率（LPR）也将下降。分析人士认为，1年期和5年期以上LPR可能出现非对称下调，其中1年期或下调5至10个基点，而5年期则可能下调15个基点。多位研究人员表示，此次降息标志着宽信用的开始，预料货币政策将继续宽松，包括未来可能的存款准备金率下调及其他财政刺激措施，以提振经济增长。,"On June 15, the central bank announced a 10-basis-point reduction in the medium-term lending facility (MLF) rate. This was the first interest-rate cut since August 2022 and sent a signal of lower rates, with the loan prime rates (LPRs) also expected to fall on June 20. Analysts believed that the one-year LPR and the LPR for terms of more than five years might be reduced asymmetrically: the one-year rate might fall by 5 to 10 basis points, while the five-year rate might fall by 15 basis points. Several researchers said that the rate cut marked the beginning of credit easing and expected monetary policy to remain accommodative, including a possible future cut to the reserve requirement ratio and other fiscal stimulus measures, in order to boost economic growth.",REVIEWED
43689586fe61326affdeac81767793102d7c83bef7ca473fb6aad54ede485a2b,【国家发改委主任：要把维护产业安全放在更加突出的位置 加强关键核心技术攻关和战略性资源支撑】国家发展改革委主任郑栅洁在《求是》发表署名文章：加快建设以实体经济为支撑的现代化产业体系。统筹好发展和安全。安全是发展的前提，发展是安全的保障，缺少安全保障的产业体系，势必受到各类风险挑战的冲击，安全和发展要同步推进。要把维护产业安全放在更加突出的位置，加强关键核心技术攻关和战略性资源支撑，努力构建自主可控、安全高效的产业链供应链，打造有利于现代化产业体系可持续发展的安全“防火墙”。同时，要强化底线思维，增强忧患意识，科学预研预判工业经济运行、产业发展形势的变化趋势，警惕“黑天鹅”、防范“灰犀牛”，积极应对、稳妥处理，避免发生重大风险或危机。,"[NDRC Chairman: Give Industrial Security Greater Prominence and Strengthen Breakthroughs in Key Core Technologies and Support from Strategic Resources] Zheng Shanjie, Chairman of the National Development and Reform Commission, published a signed article in Qiushi entitled 'Accelerating the Construction of a Modern Industrial System Supported by the Real Economy.' The article called for coordinating development and security. Security is the prerequisite for development, and development is the safeguard for security. An industrial system without security safeguards will inevitably be exposed to all kinds of risks and challenges, so security and development must be advanced in parallel. Industrial security must be given greater prominence, breakthroughs in key core technologies and support from strategic resources must be strengthened, efforts must be made to build independent and controllable, secure and efficient industrial and supply chains, and a security 'firewall' conducive to the sustainable development of a modern industrial system must be created. At the same time, bottom-line thinking must be strengthened, awareness of potential dangers heightened, changes and trends in industrial economic operations and industrial development scientifically researched and assessed in advance, 'black swans' watched for and 'grey rhinos' guarded against, and situations actively addressed and handled prudently to avoid major risks or crises.",REVIEWED
454a163e76c902ff1343ba99f06650429ee1720431d0ef7d871345f3eab59f20,6月21日，国新办举行国务院政策例行吹风会，宣布将新能源汽车购置税减免政策延续至2027年，以促进新能源汽车产业高质量发展。具体措施包括对2024年至2025年购置的新能源汽车免征车辆购置税，而2026年至2027年则减半征收。此外，国家还计划加强充电基础设施建设，以解决充电难题，并提出一系列支持政策，包括加大价格支持和金融服务能力。预计到2030年，将基本建成覆盖广泛、高质量的充电基础设施体系。,"On June 21, the State Council Information Office held a regular State Council policy briefing and announced that the vehicle purchase-tax relief policy for new-energy vehicles would be extended through 2027 to promote high-quality development of the new-energy vehicle industry. The specific measures include exempting new-energy vehicles purchased from 2024 to 2025 from vehicle purchase tax and levying half the tax from 2026 to 2027. In addition, the state plans to strengthen construction of charging infrastructure to address charging difficulties and has proposed a series of supporting policies, including stronger price support and financial-service capacity. By 2030, a high-quality charging infrastructure system with broad coverage is expected to have been largely established.",REVIEWED
480aeeeecab05c0bd95208bea1c9f70112e960326c62142793df1b6d1fb3eaaf,6月20日，中国央行公布贷款市场报价利率（LPR），1年期和5年期分别下调10个基点，至3.55%和4.20%。此次下调是自去年8月份以来的首次，反映出宏观经济复苏需要货币政策的持续发力。降低LPR旨在刺激信贷需求、消费及其他需求，为实体企业和住户减轻融资成本，并促进住房消费，从而助力房地产业的健康发展。这一变化预计将激活市场活力，也为未来进一步降息留出空间。,"On June 20, the People's Bank of China announced the loan prime rates (LPRs), lowering the one-year and five-year rates by 10 basis points to 3.55% and 4.20%, respectively. These were the first reductions since August last year, reflecting the need for continued monetary-policy support for the macroeconomic recovery. Lowering the LPRs was intended to stimulate credit demand, consumption, and other demand; reduce financing costs for businesses in the real economy and households; and promote housing consumption, thereby supporting healthy development of the property industry. The change was expected to activate market vitality and also leave room for further interest-rate cuts in the future.",REVIEWED
484aa9ac4517dc45da18b1899e0e902f53b843f5aaac15abd9bc5f2448a8cd58,中国人民银行于6月15日宣布，为维护银行体系流动性，将开展2370亿元一年期中期借贷便利（MLF）操作和20亿元7天期逆回购操作，利率分别为2.65%和1.90%。此次MLF中标利率较上月下调10个基点，市场分析认为这一举措将促进货币信贷增长、降低企业融资成本，并传递出支持实体经济的政策信号。预计此轮利率调整将带动贷款市场报价利率（LPR）跟进下调，从而进一步减轻企业和居民的贷款负担。,"On June 15, the People's Bank of China announced that, to maintain liquidity in the banking system, it would conduct a RMB 237 billion one-year medium-term lending facility (MLF) operation and a RMB 2 billion seven-day reverse-repurchase operation, at rates of 2.65% and 1.90%, respectively. The winning bid rate on the MLF was 10 basis points lower than in the previous month. Market analysts believed this measure would promote growth in money and credit, lower corporate financing costs, and send a policy signal of support for the real economy. This round of rate adjustments was expected to prompt corresponding reductions in the loan prime rates (LPRs), thereby further easing the loan burden on businesses and households.",REVIEWED
51fbd9b5b93f0425d5860ea2b8403500d05cf0f8a30bdb0ec8d4391c0878b6cd,央行消息，初步统计，6月末社会融资规模存量为365.45万亿元，同比增长9%。其中，对实体经济发放的人民币贷款余额为228.86万亿元，同比增长11.2%；对实体经济发放的外币贷款折合人民币余额为1.89万亿元，同比下降18.9%；委托贷款余额为11.32万亿...,"According to the central bank, preliminary statistics showed that the stock of aggregate social financing at the end of June was RMB 365.45 trillion, up 9% year on year. Of this, the balance of renminbi loans issued to the real economy was RMB 228.86 trillion, up 11.2% year on year; the renminbi-equivalent balance of foreign-currency loans issued to the real economy was RMB 1.89 trillion, down 18.9% year on year; and the balance of entrusted loans was RMB 11.32 trillion...",REVIEWED
584815915a0f8bf724a19c958dd5081b11523ecd502b78e306939eea1f9a58e1,美联储于6月15日宣布将联邦基金利率维持在5%至5.25%的区间，这是自去年3月以来首次暂停加息。尽管如此，会议点阵图暗示今年仍可能有两次25个基点的加息。美联储主席鲍威尔表示，虽然此次选择暂停，但几乎所有决策者认为进一步提高利率是合适的，同时强调降息在2023年不太可能。经济预期显示，美联储大幅上调了对2023年美国GDP增长的预期，从0.4%增至1.0%，而核心通胀预期则有所上升。最新数据显示，美国整体通胀呈回落趋势，这可能影响未来政策走向。,"On June 15, the Federal Reserve announced that it would keep the federal funds rate within the range of 5% to 5.25%, the first pause in rate increases since March last year. Nevertheless, the meeting's dot plot suggested that there might still be two increases of 25 basis points each this year. Federal Reserve Chair Powell said that, although a pause had been chosen this time, almost all policymakers believed further rate increases would be appropriate, while emphasising that rate cuts were unlikely in 2023. Economic projections showed that the Federal Reserve sharply raised its forecast for US GDP growth in 2023 from 0.4% to 1.0%, while its forecast for core inflation rose somewhat. The latest data showed an overall downward trend in US inflation, which might affect the future direction of policy.",REVIEWED
6166573948b2df2122ee76c1105e7196c4ae6404bce41252e45736aede583b43,2023年6月20日，中国人民银行公布贷款市场报价利率（LPR），1年期LPR为3.55%，5年期以上LPR为4.2%，均下调10个基点，这是自2022年8月以来的首次下调。这次降息主要受到银行存款利率降低的影响，活期和定期存款利率分别下调5至15个基点。此次调整预计将降低居民住房贷款成本，并提振房地产需求。同时，这也有助于改善实体经济融资需求，刺激信贷和投资增长。尽管预期存在非对称降息，但最终两类期限LPR同幅度下调，显示政策稳健与适度。展望未来，后续财政和产业政策有望跟进以促进经济复苏。,"On June 20, 2023, the People's Bank of China announced the loan prime rates (LPRs): the one-year LPR was 3.55% and the LPR for terms of more than five years was 4.2%, both down 10 basis points. These were the first reductions since August 2022. The rate cuts were mainly influenced by reductions in bank deposit rates, with demand- and time-deposit rates lowered by 5 to 15 basis points. The adjustments were expected to reduce households' housing-loan costs and boost property demand. They would also help improve financing demand in the real economy and stimulate growth in credit and investment. Although asymmetric rate cuts had been expected, the two LPR maturities were ultimately reduced by the same amount, demonstrating a prudent and measured policy approach. Looking ahead, subsequent fiscal and industrial policies were expected to follow in order to promote economic recovery.",REVIEWED
6447c814fbc1684ff1998a6061675e1990b3d12f8b99ab081b984ed567245bb4,6月21日，国新办举行发布会，介绍促进新能源汽车产业高质量发展的政策。工信部副部长辛国斌透露，今年前五个月，新能源汽车产销分别达到300.5万辆和294万辆，同比分别增长45.1%和46.8%。为了支持该产业发展，财政部将新能源汽车车辆购置税减免政策延长至2027年底，并设定每辆新能源乘用车的免税额上限为3万元，自2026年起减半征收。预计2024年至2027年期间，该政策将使总减免车辆购置税规模达到5200亿元。这些措施旨在稳定市场预期、鼓励消费并推动行业高质量发展。,"On June 21, the State Council Information Office held a press conference to introduce policies promoting high-quality development of the new-energy vehicle industry. Xin Guobin, Vice Minister of Industry and Information Technology, disclosed that in the first five months of this year, production and sales of new-energy vehicles reached 3.005 million and 2.94 million, respectively, representing year-on-year growth of 45.1% and 46.8%. To support development of the industry, the Ministry of Finance extended the vehicle purchase-tax relief policy for new-energy vehicles through the end of 2027 and set a maximum tax exemption of RMB 30,000 for each new-energy passenger vehicle, with half the tax to be levied from 2026. The policy was expected to provide total vehicle purchase-tax relief of RMB 520 billion from 2024 to 2027. These measures were intended to stabilise market expectations, encourage consumption, and promote high-quality development of the industry.",REVIEWED
6553cb3292772df98f99bc54d3a9789ff1c3aa0053d38e1a99419cefc9a182ad,财政部副部长许宏才在6月21日的国务院政策例行吹风会上宣布，新能源汽车车辆购置税减免政策将延长至2027年年底。,"At the State Council regular policy briefing on June 21, Vice Minister of Finance Xu Hongcai announced that the vehicle purchase-tax relief policy for new-energy vehicles would be extended through the end of 2027.",REVIEWED
65c38d42adb15eb191371430bbb86e60b1d5debc323cdd53780b70f34a9dc5b8,【国家发改委主任郑栅洁：坚决防范系统性风险 重点要抓好“四大安全”】国家发展改革委党组书记、主任郑栅洁撰文指出，坚决防范系统性风险，促进高质量发展和高水平安全的良性互动，以新安全格局保障新发展格局。重点要抓好“四大安全”：一是粮食安全。要严格落实粮食安全党政同责、耕地保护党政同责，实施新一轮千亿斤粮食产能提升行动，持续强化粮食产购储加销协同保障，健全种粮农民收益保障和主产区利益补偿机制，全力做好粮食保供稳价，全方位夯实粮食安全根基。二是能源资源安全。要深入推进能源革命，加快规划建设新型能源体系，加强能源产供储销体系建设。加大资源勘探开发力度。加强国家储备体系建设，优化完善储备布局和设施网络。三是产业链供应链安全稳定。要发挥保持产业链供应链安全稳定重点企业、重点园区作用，实施产业链供应链贯通工程。提升制造业核心竞争力，深入实施强链补链行动，补强产业链薄弱环节，锻造一批产业链长板，促进全产业链优化升级。四是数据安全。要强化数据安全保障体系建设，把安全贯穿数据治理全过程，切实保障国家数据安全。,"[NDRC Chairman Zheng Shanjie: Resolutely Prevent Systemic Risks, with a Focus on Four Major Areas of Security] Zheng Shanjie, Secretary of the Leading Party Members Group and Chairman of the National Development and Reform Commission, wrote that systemic risks must be resolutely prevented, positive interaction between high-quality development and high-level security must be promoted, and the new development pattern must be safeguarded through a new security framework. The focus must be on four major areas of security. First is food security. The system under which both Party committees and governments assume responsibility for food security and for protecting cultivated land must be strictly implemented; a new round of action to increase grain-production capacity by 100 billion jin must be carried out; coordinated safeguards for grain production, purchasing, storage, processing, and sales must be continuously strengthened; mechanisms to safeguard the income of grain farmers and compensate principal producing regions must be improved; every effort must be made to ensure grain supply and stable prices; and the foundations of food security must be comprehensively consolidated. Second is energy and resource security. The energy revolution must be advanced in depth, planning and construction of a new energy system accelerated, and systems for energy production, supply, storage, and sales strengthened. Resource exploration and development must be intensified. Construction of the national reserve system must be strengthened, and the reserve layout and facility network optimised and improved. Third is the security and stability of industrial and supply chains. The role of key enterprises and key industrial parks in maintaining the security and stability of industrial and supply chains must be brought into play, and projects to connect industrial and supply chains must be implemented. The core competitiveness of manufacturing must be enhanced, actions to strengthen and supplement chains implemented in depth, weak links in industrial chains reinforced, a number of areas of industrial-chain strength forged, and optimisation and upgrading of entire industrial chains promoted. Fourth is data security. Construction of the data-security safeguard system must be strengthened, security must run through the entire data-governance process, and national data security must be effectively protected.",REVIEWED
67e537d209e28c49c99923c9f5c37a5946d465756f8cee51471f4bd7390c6376,【国常会审议通过《私募投资基金监督管理条例(草案)》】李强主持召开国务院常务会议，审议通过《私募投资基金监督管理条例(草案)》。会议指出，近年来，我国私募投资基金行业发展较快，在服务实体经济、支持创业创新等方面发挥了积极作用。制定专门行政法规，将私募投资基金业务活动纳入法治化、规范化轨道进行监管，有利于更好保护投资者合法权益，促进行业规范健康发展。要针对行业突出问题强化源头管控，划定监管底线，严厉打击以“私募基金”之名行非法集资之实等非法金融活动。要加强监督管理和发展政策的协同配合，对不同类别私募投资基金特别是创业投资基金实施差异化监管，抓紧出台促进创业投资基金发展的具体政策。（央视）,"[State Council Executive Meeting Reviews and Approves Draft Regulations on the Supervision and Administration of Private Investment Funds] Li Qiang chaired a State Council executive meeting that reviewed and approved the draft Regulations on the Supervision and Administration of Private Investment Funds. The meeting stated that China's private investment-fund industry had developed rapidly in recent years and had played a positive role in serving the real economy and supporting entrepreneurship and innovation. Formulating dedicated administrative regulations and bringing private investment-fund business activities under law-based and standardised supervision would help better protect investors' lawful rights and interests and promote the industry's standardised and healthy development. Source controls must be strengthened in response to prominent industry problems, regulatory red lines drawn, and illegal financial activities such as illegal fundraising conducted in the name of 'private funds' severely punished. Coordination between supervision and development policies must be strengthened, differentiated supervision applied to different categories of private investment funds, particularly venture-capital funds, and specific policies to promote the development of venture-capital funds introduced promptly. (CCTV)",REVIEWED
68aaf99417735a9afbea6fb12f7de642ba0033c96078d2b3153b78668cb77d06,【央行：6月末社会融资规模存量为365.45万亿元，同比增长9%】央行消息，初步统计，6月末社会融资规模存量为365.45万亿元，同比增长9%。其中，对实体经济发放的人民币贷款余额为228.86万亿元，同比增长11.2%；对实体经济发放的外币贷款折合人民币余额为1.89万亿元，同比下降18.9%；委托贷款余额为11.32万亿元，同比增长4.1%；信托贷款余额为3.77万亿元，同比下降5.1%；未贴现的银行承兑汇票余额为2.75万亿元，同比下降2.8%；企业债券余额为31.34万亿元，同比下降0.4%；政府债券余额为63.57万亿元，同比增长10.1%；非金融企业境内股票余额为11.1万亿元，同比增长11.4%。,"[Central Bank: Stock of Aggregate Social Financing at RMB 365.45 Trillion at End-June, Up 9% Year on Year] According to the central bank, preliminary statistics showed that the stock of aggregate social financing at the end of June was RMB 365.45 trillion, up 9% year on year. Of this, the balance of renminbi loans issued to the real economy was RMB 228.86 trillion, up 11.2% year on year; the renminbi-equivalent balance of foreign-currency loans issued to the real economy was RMB 1.89 trillion, down 18.9% year on year; the balance of entrusted loans was RMB 11.32 trillion, up 4.1% year on year; the balance of trust loans was RMB 3.77 trillion, down 5.1% year on year; the balance of undiscounted bankers' acceptances was RMB 2.75 trillion, down 2.8% year on year; the balance of corporate bonds was RMB 31.34 trillion, down 0.4% year on year; the balance of government bonds was RMB 63.57 trillion, up 10.1% year on year; and the balance of domestic shares of non-financial enterprises was RMB 11.1 trillion, up 11.4% year on year.",REVIEWED
6982edfaf0d1f1a89f0093fbbb4c9830b8e5391d68bf8afafddfe728dde3cd29,央行于2023年6月15日发布消息，为维护银行体系流动性，开展了2370亿元的中期借贷便利（MLF）操作和20亿元的公开市场逆回购操作。此次MLF中标利率为2.65%，较之前的2.75%下调10个基点，以满足金融机构的资金需求。,"On June 15, 2023, the central bank announced that, to maintain liquidity in the banking system, it had conducted a RMB 237 billion medium-term lending facility (MLF) operation and a RMB 2 billion open-market reverse-repurchase operation. The winning bid rate on the MLF was 2.65%, down 10 basis points from the previous 2.75%, in order to meet financial institutions' funding needs.",REVIEWED
6b0851006e46c94cccde4ab4f306c8c3b8d23154dc24fb03d67676b41c2169c3,6月15日，人民银行进行2370亿元1年期中期借贷便利（MLF）操作，中标利率为2.65%，较上月下降10个基点。这一降息措施与6月13日的公开市场逆回购利率下调相呼应，表明政策利率联动下调，以释放稳增长信号并加强对实体经济的支持。专家预测，随着MLF利率下调，本月20日公布的贷款市场报价利率（LPR）有望再降5-10个基点，这将降低融资成本、提振市场信心，并促进房地产市场健康发展。,"On June 15, the People's Bank of China conducted a RMB 237 billion one-year medium-term lending facility (MLF) operation at a winning bid rate of 2.65%, down 10 basis points from the previous month. This interest-rate cut echoed the reduction in the open-market reverse-repurchase rate on June 13, indicating coordinated reductions in policy rates to send a signal of stabilising growth and strengthen support for the real economy. Experts predicted that, following the reduction in the MLF rate, the loan prime rates (LPRs) to be announced on the 20th of the month were expected to fall by a further 5 to 10 basis points. This would lower financing costs, bolster market confidence, and promote healthy development of the property market.",REVIEWED
6bdad71a6bd4211f926aca079fc5004fbbf7a7e45ec5c1500bff317a5b319d1a,中国人民银行、国家金融监督管理总局印发关于延长金融支持房地产市场平稳健康发展有关政策期限的通知，有关政策有适用期限的，将适用期限统一延长至2024年12月31日。,"The People's Bank of China and the National Financial Regulatory Administration issued a notice on extending the terms of relevant policies providing financial support for the stable and healthy development of the property market. Where the relevant policies have an applicable term, that term will be uniformly extended through December 31, 2024.",REVIEWED
6c839fcffb7591e341073d2430c9bdfc49c9c41080e155ecbd4e2be9ff05f497,蓝盾转退正式进入退市整理期，成为历史上首支强制退市的可转债。开盘时暴跌67.31%，最低跌幅达到70%。尽管如此，随后股价拉升30%并触发熔断停牌。与此同时，其正股蓝盾退也进入退市整理期，开盘暴跌37.5%。根据公告，退市整理期从2023年7月10日开始，为期十五个交易日，预计最后交易日期为7月28日。在此期间不实行价格涨跌幅限制，但之后每个交易日的涨跌幅限制为20%。此次退市源于蓝盾因财务问题被交易所强制退市。,"Landun Zhuantui formally entered the delisting-consolidation period, becoming the first convertible bond in history to be mandatorily delisted. It plunged 67.31% at the open and fell by as much as 70%. Despite this, its price subsequently rose by 30%, triggering a circuit-breaker trading suspension. At the same time, its underlying stock, Landun Tui, also entered the delisting-consolidation period and plunged 37.5% at the open. According to the announcement, the delisting-consolidation period began on July 10, 2023 and would last for 15 trading days, with the final trading date expected to be July 28. During this period there would be no price-movement limit, but thereafter the price-movement limit for each trading day would be 20%. The delisting resulted from the exchange mandatorily delisting Landun because of financial problems.",REVIEWED
6eeec518827a51a8fe1e40597f8f45a7f83e7fbdd5f078a550f1d15d4ef255e8,美联储主席鲍威尔在周四的听证会上表示，今年再次加息两次是适当的，委员会大多数成员认为利率还有上升空间。他指出经济有可能实现软着陆，但紧缩金融条件需要时间才能显现效果。尽管通胀有所下降，主要因能源和食品价格下跌，他强调解决通胀问题仍面临挑战。同时，鲍威尔提到银行监管方面的问题，特别是对硅谷银行的监管失误，并表示美联储计划提高大型银行的资本要求。最后，他关注小型银行在商业地产领域的风险敞口，并积极采取措施以帮助这些银行应对集中风险。,"Federal Reserve Chair Powell said at a hearing on Thursday that it would be appropriate to raise interest rates twice more this year and that most committee members believed there was room for rates to rise further. He noted that the economy might achieve a soft landing, but that the effects of tighter financial conditions would take time to emerge. Although inflation had declined, mainly because of falling energy and food prices, he emphasised that challenges remained in addressing inflation. Powell also mentioned problems with banking supervision, particularly the failure to supervise Silicon Valley Bank, and said the Federal Reserve planned to raise capital requirements for large banks. Finally, he focused on small banks' exposure to commercial property and said measures were being actively taken to help those banks address concentration risks.",REVIEWED
7027a88417b8eaca3377e4e7c0a032b82a79d40ad3ea785e0d9b6e7f31f635a6,【国家发改委主任郑栅洁：坚持社会主义市场经济改革方向】国家发改委主任郑栅洁在《学习时报》发表文章指出，要坚持社会主义市场经济改革方向，推动有效市场和有为政府更好结合。坚持“两个毫不动摇”。深化国资国企改革，推动国有资本和国有企业做强做优做大，优化民营企业发展环境，加快落实促进民营经济发展壮大的政策举措，依法保护外商投资权益，破除影响各类所有制企业公平竞争、共同发展的法律法规障碍和隐性壁垒。完善市场经济基础制度。在产权保护、市场准入、公平竞争、社会信用等领域强化制度建设和监管，加强反垄断和反不正当竞争。加快建设全国统一大市场。深化要素市场化改革，统筹推进现代化基础设施体系和高标准市场体系建设，营造市场化法治化国际化一流营商环境。,"[NDRC Chairman Zheng Shanjie: Adhere to the Direction of Socialist Market-Economy Reform] In an article published in Study Times, Zheng Shanjie, Chairman of the National Development and Reform Commission, stated that the direction of socialist market-economy reform must be upheld and that effective markets and a well-functioning government must be better combined. The 'two unwavering commitments' must be upheld. Reform of state-owned capital and state-owned enterprises must be deepened; state capital and state-owned enterprises must become stronger, better, and larger; the environment for the development of private enterprises must be optimised; implementation of policy measures to promote the development and growth of the private economy must be accelerated; the rights and interests of foreign investors must be protected according to law; and legal and regulatory obstacles and hidden barriers affecting fair competition and common development among enterprises under all forms of ownership must be removed. The foundational institutions of the market economy must be improved. Institution-building and supervision in areas such as protection of property rights, market access, fair competition, and social credit must be strengthened, as must antitrust and action against unfair competition. Construction of a unified national market must be accelerated. Market-oriented reform of factors of production must be deepened, construction of a modern infrastructure system and a high-standard market system advanced in a coordinated manner, and a first-class market-oriented, law-based, and internationalised business environment created.",REVIEWED
703912da0220d229e4e25c228df6804271e054d89b5d3fd2cf926d9e87bb7be4,7月4日，港股市场的小金属及矿物概念股普遍上涨，中国金石涨近23%，中国稀土涨近9%，金力永磁涨5%。中国商务部宣布从8月1日起对镓、锗相关物项实施出口管制，以维护国家安全和利益，出口商需办理许可手续。中国是全球最大的镓、锗生产国，分别占全球产量的95%和67%。,"On July 4, small-metals and minerals concept stocks in the Hong Kong market generally rose. China Kingstone Mining climbed nearly 23%, China Rare Earth rose nearly 9%, and JL MAG Rare-Earth gained 5%. China's Ministry of Commerce announced that export controls on gallium- and germanium-related items would take effect on August 1 to safeguard national security and interests, and exporters would need to complete licensing procedures. China is the world's largest producer of gallium and germanium, accounting for 95% and 67% of global production, respectively.",REVIEWED
711b0a01f60865e0d84bfe9b9bd972583c179e1a5bab6aa2302c56a826951880,6月15日，人民银行开展了2370亿元的1年期中期借贷便利（MLF）操作，中标利率为2.65%，较上月下降10个基点。同时，人民银行还进行了20亿元的7天期逆回购操作，中标利率为1.90%。,"On June 15, the People's Bank of China conducted a RMB 237 billion one-year medium-term lending facility (MLF) operation at a winning bid rate of 2.65%, down 10 basis points from the previous month. At the same time, the People's Bank of China also conducted a RMB 2 billion seven-day reverse-repurchase operation at a winning bid rate of 1.90%.",REVIEWED
7617b7fab85cd1dc8d15d3ff5c668f7c255cc53a0b148869fd176384d05be64c,【国家发改委主任：构建新一代信息技术、人工智能、生物技术、新能源、新材料、高端装备、绿色环保等一批新的增长引擎】国家发展改革委主任郑栅洁在《求是》发表署名文章《加快建设以实体经济为支撑的现代化产业体系》。文章指出，打造新的增长引擎。加快推进前沿技术研发和应用，推动战略性新兴产业融合集群发展，深入实施国家战略性新兴产业集群发展工程，构建新一代信息技术、人工智能、生物技术、新能源、新材料、高端装备、绿色环保等一批新的增长引擎。加强全产业链攻关、全要素支持、全生态发展，推动重大战略产业发展。对前沿技术、颠覆性技术进行多路径探索，推动建立国家未来产业先导区，超前谋划布局一批未来产业。,"[NDRC Chairman: Build a Group of New Growth Engines, Including Next-Generation Information Technology, Artificial Intelligence, Biotechnology, New Energy, New Materials, High-End Equipment, and Green Environmental Protection] Zheng Shanjie, Chairman of the National Development and Reform Commission, published a signed article in Qiushi entitled 'Accelerating the Construction of a Modern Industrial System Supported by the Real Economy.' The article called for creating new growth engines. Research, development, and application of frontier technologies must be accelerated; the integrated and clustered development of strategic emerging industries promoted; the national project for developing strategic emerging-industry clusters implemented in depth; and a group of new growth engines built, including next-generation information technology, artificial intelligence, biotechnology, new energy, new materials, high-end equipment, and green environmental protection. Efforts throughout entire industrial chains, support covering all factors, and ecosystem-wide development must be strengthened to promote the development of major strategic industries. Multiple pathways for frontier and disruptive technologies must be explored, the establishment of national pilot zones for future industries promoted, and the planning and layout of a group of future industries undertaken in advance.",REVIEWED
